image_name,x_min,x_max,y_min,y_max
image_4280,127,420,62,486
image_4281,97,381,127,498
image_4282,85,200,39,173
image_4283,130,389,24,332
image_4284,3,297,0,219
image_4285,308,447,89,181
image_4286,110,261,122,360
image_4287,0,232,0,332
image_4288,97,488,66,254
image_4289,246,499,18,374
image_4290,27,457,77,340
image_4291,0,498,15,433
image_4292,75,438,56,310
image_4293,81,471,12,336
image_4294,6,351,3,491
image_4295,61,312,42,490
image_4296,158,417,56,370
image_4297,34,490,28,276
image_4298,97,274,79,186
image_4299,135,438,18,475
image_4300,113,399,54,256
image_4301,94,355,50,244
image_4302,32,373,11,491
image_4303,108,379,89,374
image_4304,125,241,70,188
image_4305,28,392,32,326
image_4306,19,243,69,242
image_4307,48,194,202,318
image_4308,187,453,31,330
image_4309,10,291,0,398
image_4310,91,353,106,334
image_4311,201,408,57,280
image_4312,130,375,63,343
image_4313,1,499,1,374
image_4314,107,399,0,374
image_4315,17,359,25,498
image_4316,51,314,11,331
image_4317,16,499,53,374
image_4318,122,426,80,275
image_4319,4,199,21,197
image_4320,37,285,16,258
image_4321,174,297,155,279
image_4322,141,428,52,303
image_4323,46,390,23,373
image_4324,0,396,30,426
image_4325,29,495,33,237
image_4326,9,350,63,302
image_4327,172,325,124,236
image_4328,15,452,12,374
image_4329,132,337,91,338
image_4330,60,263,4,224
image_4331,107,407,96,498
image_4332,83,380,90,237
image_4333,3,208,5,203
image_4334,118,415,113,374
image_4335,99,499,26,332
image_4336,152,265,333,477
image_4337,8,464,11,314
image_4338,10,358,38,463
image_4339,10,433,5,436
image_4340,143,323,33,312
image_4341,75,499,1,333
image_4342,67,245,56,386
image_4343,120,288,130,309
image_4344,8,398,0,436
image_4345,187,350,79,262
image_4346,293,493,77,281
image_4347,130,349,81,321
image_4348,203,499,36,374
image_4349,36,372,1,327
image_4350,7,488,28,281
image_4351,102,346,85,387
image_4352,179,474,114,357
image_4353,108,416,112,272
image_4354,168,378,75,232
image_4355,93,432,65,277
image_4356,88,364,0,374
image_4357,186,321,82,333
image_4358,50,486,42,360
image_4359,67,393,120,311
image_4360,54,488,59,293
image_4361,62,326,49,313
image_4362,91,421,38,321
image_4363,154,499,0,374
image_4364,159,389,25,238
image_4365,35,437,26,290
image_4366,136,405,133,475
image_4367,23,468,19,355
image_4368,300,451,57,194
image_4369,174,290,39,307
image_4370,51,423,22,373
image_4371,0,313,15,498
image_4372,21,617,19,452
image_4373,103,411,86,497
image_4374,69,428,26,431
image_4375,21,284,102,392
image_4376,105,331,103,498
image_4377,1,199,20,198
image_4378,56,423,37,354
image_4379,39,249,7,242
image_4380,67,287,27,269
image_4381,119,499,15,332
image_4382,28,499,53,298
image_4383,0,470,8,327
image_4384,160,322,89,281
image_4385,0,331,0,374
image_4386,15,272,8,213
image_4387,104,249,33,244
image_4388,9,342,11,178
image_4389,129,282,10,299
image_4390,10,299,37,181
image_4391,6,371,0,342
image_4392,226,504,204,428
image_4393,25,750,17,388
image_4394,18,121,29,136
image_4395,151,225,118,206
image_4396,5,292,14,375
image_4397,11,167,11,129
image_4398,23,382,32,297
image_4399,19,196,16,330
image_4400,14,285,9,348
image_4401,25,392,15,329
image_4402,14,353,49,306
image_4403,0,229,0,209
image_4404,1,134,16,216
image_4405,6,249,6,161
image_4406,1,179,8,143
image_4407,0,179,4,150
image_4408,62,307,14,229
image_4409,24,493,61,410
image_4410,147,583,10,598
image_4411,17,319,10,374
image_4412,157,366,78,319
image_4413,39,283,1,226
image_4414,5,566,4,324
image_4415,12,268,33,240
image_4416,1,725,26,485
image_4417,11,366,15,315
image_4418,171,1440,12,1195
image_4419,11,423,11,480
image_4420,38,272,138,498
image_4421,13,203,19,201
image_4422,278,705,150,439
image_4423,13,236,13,175
image_4424,39,410,4,434
image_4425,7,313,46,498
image_4426,0,253,1,230
image_4427,50,704,38,639
image_4428,26,199,11,223
image_4429,175,374,28,230
image_4430,18,241,5,191
image_4431,5,170,4,121
image_4432,7,299,0,245
image_4433,32,467,32,634
image_4434,103,347,37,337
image_4435,0,187,4,195
image_4436,49,391,68,351
image_4437,154,274,97,235
image_4438,24,476,23,739
image_4439,72,631,97,452
image_4440,13,396,1,340
image_4441,18,289,17,222
image_4442,17,271,0,284
image_4443,35,217,26,312
image_4444,7,157,0,126
image_4445,13,295,14,200
image_4446,55,334,35,409
image_4447,1,291,90,497
image_4448,12,138,4,240
image_4449,11,441,21,371
image_4450,33,471,16,467
image_4451,13,199,36,204
image_4452,11,337,67,498
image_4453,32,342,2,466
image_4454,80,434,53,424
image_4455,4,373,1,246
image_4456,68,421,63,436
image_4457,1,183,6,184
image_4458,27,264,17,337
image_4459,60,170,39,209
image_4460,6,367,7,280
image_4461,42,121,109,185
image_4462,4,219,1,171
image_4463,6,262,34,185
image_4464,0,264,113,453
image_4465,14,383,16,319
image_4466,7,285,2,259
image_4467,5,187,11,156
image_4468,92,189,7,179
image_4469,8,183,1,152
image_4470,41,457,25,429
image_4471,2,175,10,143
image_4472,0,163,85,209
image_4473,30,255,0,210
image_4474,5,388,12,339
image_4475,11,373,1,301
image_4476,32,448,21,403
image_4477,9,155,23,111
image_4478,27,108,26,129
image_4479,8,250,36,446
image_4480,2,522,48,302
image_4481,14,385,33,272
image_4482,56,264,22,224
image_4483,63,300,26,194
image_4484,9,148,36,223
image_4485,9,279,2,228
image_4486,14,137,28,128
image_4487,7,295,11,156
image_4488,0,334,54,212
image_4489,0,374,0,322
image_4490,70,348,36,279
image_4491,49,374,8,374
image_4492,28,198,17,178
image_4493,42,194,17,246
image_4494,3,372,2,336
image_4495,30,352,12,322
image_4496,6,374,2,248
image_4497,22,125,96,150
image_4498,22,137,3,114
image_4499,89,315,81,528
image_4500,81,315,168,426
image_4501,17,284,2,232
image_4502,150,590,91,468
image_4503,15,280,1,224
image_4504,0,374,0,325
image_4505,13,199,1,189
image_4506,8,165,5,153
image_4507,51,194,40,281
image_4508,35,238,11,150
image_4509,44,303,29,374
image_4510,16,147,34,179
image_4511,112,441,151,616
image_4512,48,253,27,176
image_4513,116,430,297,417
image_4514,43,199,41,167
image_4515,6,331,0,498
image_4516,14,299,1,257
image_4517,25,182,54,164
image_4518,66,217,53,293
image_4519,6,187,11,153
image_4520,97,286,155,430
image_4521,0,184,19,299
image_4522,29,297,97,424
image_4523,0,184,6,366
image_4524,1,199,1,168
image_4525,2,291,10,374
image_4526,17,268,7,335
image_4527,26,217,71,326
image_4528,26,169,14,149
image_4529,3,196,25,155
image_4530,58,332,59,289
image_4531,27,273,30,260
image_4532,33,196,25,164
image_4533,20,371,15,358
image_4534,106,237,48,320
image_4535,15,365,34,215
image_4536,89,272,8,130
image_4537,12,217,10,220
image_4538,0,142,60,332
image_4539,20,322,188,440
image_4540,17,270,19,220
image_4541,97,265,62,448
image_4542,91,499,52,374
image_4543,28,484,77,276
image_4544,54,499,0,325
image_4545,28,266,50,455
image_4546,1,398,32,373
image_4547,161,361,65,330
image_4548,88,481,91,276
image_4549,0,318,33,478
image_4550,76,310,213,456
image_4551,95,479,0,319
image_4552,72,376,62,372
image_4553,178,446,130,334
image_4554,21,350,8,498
image_4555,127,373,53,498
image_4556,292,499,93,218
image_4557,0,476,16,333
image_4558,0,262,29,446
image_4559,101,321,101,328
image_4560,52,295,203,498
image_4561,265,360,92,476
image_4562,82,425,43,229
image_4563,0,403,8,352
image_4564,143,406,39,268
image_4565,178,496,44,371
image_4566,102,333,96,263
image_4567,101,398,42,326
image_4568,75,414,84,262
image_4569,58,332,37,498
image_4570,84,381,102,282
image_4571,20,459,28,460
image_4572,223,292,83,291
image_4573,157,336,49,331
image_4574,21,341,116,288
image_4575,61,372,91,280
image_4576,75,469,55,271
image_4577,184,366,167,286
image_4578,0,363,16,306
image_4579,78,398,66,359
image_4580,78,235,88,477
image_4581,140,359,129,297
image_4582,0,343,87,332
image_4583,51,498,10,435
image_4584,62,426,18,348
image_4585,11,332,103,498
image_4586,44,389,18,357
image_4587,118,352,112,353
image_4588,30,444,52,498
image_4589,137,232,44,293
image_4590,10,453,50,361
image_4591,64,429,18,364
image_4592,67,440,23,312
image_4593,97,297,140,305
image_4594,61,498,31,409
image_4595,219,412,184,313
image_4596,1,514,19,494
image_4597,163,302,64,303
image_4598,24,373,26,281
image_4599,159,427,194,374
image_4600,126,499,43,348
image_4601,94,385,70,333
image_4602,241,527,120,379
image_4603,54,459,39,371
image_4604,74,321,52,267
image_4605,47,384,5,294
image_4606,91,396,16,239
image_4607,26,367,33,391
image_4608,0,353,100,460
image_4609,0,258,117,333
image_4610,0,217,147,329
image_4611,146,436,82,375
image_4612,111,389,95,355
image_4613,22,338,8,330
image_4614,262,499,2,374
image_4615,145,396,47,289
image_4616,140,358,59,312
image_4617,6,299,5,304
image_4618,1,382,14,374
image_4619,8,458,97,374
image_4620,7,286,27,231
image_4621,196,489,95,377
image_4622,143,499,75,205
image_4623,24,488,10,265
image_4624,94,376,70,347
image_4625,301,499,162,333
image_4626,98,413,83,241
image_4627,132,381,97,268
image_4628,21,761,44,641
image_4629,6,331,170,498
image_4630,95,344,68,242
image_4631,44,176,113,381
image_4632,7,251,108,303
image_4633,152,378,49,325
image_4634,72,248,136,324
image_4635,78,358,206,435
image_4636,93,471,131,372
image_4637,8,272,10,400
image_4638,10,128,129,290
image_4639,76,353,133,253
image_4640,71,373,216,453
image_4641,157,340,10,278
image_4642,23,310,61,301
image_4643,0,327,27,498
image_4644,38,487,2,333
image_4645,28,431,77,305
image_4646,55,305,201,408
image_4647,0,298,35,398
image_4648,80,219,102,261
image_4649,152,406,41,308
image_4650,58,499,36,331
image_4651,68,333,291,440
image_4652,104,436,20,348
image_4653,73,431,23,272
image_4654,223,477,93,266
image_4655,17,498,88,359
image_4656,85,307,54,260
image_4657,150,379,78,262
image_4658,29,335,20,334
image_4659,108,472,28,374
image_4660,40,499,75,333
image_4661,0,375,14,332
image_4662,171,331,95,213
image_4663,183,455,218,400
image_4664,17,394,1,360
image_4665,5,351,66,331
image_4666,226,486,179,277
image_4667,33,480,98,332
image_4668,1,306,34,375
image_4669,138,396,77,373
image_4670,74,382,57,301
image_4671,77,443,40,387
image_4672,0,400,15,327
image_4673,100,275,250,421
image_4674,125,417,20,369
image_4675,147,453,138,246
image_4676,131,407,91,350
image_4677,126,271,127,277
image_4678,82,332,163,498
image_4679,35,232,45,259
image_4680,127,324,102,332
image_4681,127,407,86,247
image_4682,21,294,5,243
image_4683,151,458,34,341
image_4684,102,389,88,349
image_4685,0,467,114,352
image_4686,94,356,73,311
image_4687,103,405,61,312
image_4688,91,386,117,377
image_4689,94,253,102,255
image_4690,0,388,12,374
image_4691,57,332,40,498
image_4692,165,415,91,234
image_4693,48,386,75,314
image_4694,85,496,81,258
image_4695,1,373,14,227
image_4696,108,657,21,588
image_4697,118,499,51,333
image_4698,174,277,92,316
image_4699,114,315,10,227
image_4700,39,241,98,197
image_4701,63,473,49,256
image_4702,122,499,7,374
image_4703,139,499,48,304
image_4704,142,349,185,294
image_4705,190,283,110,292
image_4706,56,284,35,270
image_4707,314,462,261,465
image_4708,70,207,63,438
image_4709,41,466,55,262
image_4710,104,499,4,279
image_4711,0,447,37,496
image_4712,84,438,77,271
image_4713,43,278,136,245
image_4714,59,480,106,279
image_4715,0,275,79,373
image_4716,186,455,67,197
image_4717,166,315,66,249
image_4718,130,455,95,279
image_4719,150,395,64,360
image_4720,181,318,104,249
image_4721,27,465,6,339
image_4722,23,373,106,498
image_4723,37,399,27,299
image_4724,65,484,81,282
image_4725,57,322,107,448
image_4726,262,358,84,255
image_4727,263,438,115,497
image_4728,184,367,51,344
image_4729,114,498,34,331
image_4730,72,473,66,284
image_4731,94,459,65,367
image_4732,47,370,72,238
image_4733,65,365,96,418
image_4734,129,424,104,277
image_4735,0,348,0,497
image_4736,220,461,136,312
image_4737,148,327,122,292
image_4738,106,499,42,374
image_4739,229,331,88,189
image_4740,20,389,6,498
image_4741,66,481,26,406
image_4742,369,572,175,366
image_4743,49,367,25,286
image_4744,198,394,119,432
image_4745,31,340,38,498
image_4746,71,443,0,331
image_4747,24,171,102,374
image_4748,66,373,118,498
image_4749,15,498,3,498
image_4750,86,248,54,249
image_4751,25,484,99,394
image_4752,108,499,0,338
image_4753,25,461,20,402
image_4754,30,622,130,798
image_4755,33,116,197,350
image_4756,90,423,93,365
image_4757,12,231,37,315
image_4758,164,407,104,293
image_4759,8,479,21,431
image_4760,18,438,18,498
image_4761,142,342,54,255
image_4762,83,400,33,288
image_4763,162,432,62,313
image_4764,64,403,33,369
image_4765,138,341,83,380
image_4766,15,498,62,498
image_4767,26,467,8,498
image_4768,13,437,27,498
image_4769,60,335,39,331
image_4770,54,409,13,339
image_4771,64,466,33,374
image_4772,113,499,97,286
image_4773,96,357,172,310
image_4774,6,287,83,415
image_4775,31,541,38,471
image_4776,257,483,155,371
image_4777,39,469,31,396
image_4778,0,462,11,498
image_4779,18,357,175,483
image_4780,23,396,10,498
image_4781,95,450,0,374
image_4782,32,145,80,357
image_4783,198,798,32,529
image_4784,15,314,65,445
image_4785,233,325,157,275
image_4786,158,498,131,435
image_4787,0,417,21,412
image_4788,22,407,22,498
image_4789,29,498,9,411
image_4790,68,386,45,255
image_4791,305,458,207,357
image_4792,62,406,44,411
image_4793,121,455,0,435
image_4794,40,308,168,498
image_4795,0,328,36,250
image_4796,19,464,67,268
image_4797,102,501,26,383
image_4798,200,376,127,292
image_4799,97,248,137,217
image_4800,19,626,15,458
image_4801,1,331,21,498
image_4802,34,271,19,205
image_4803,80,304,51,230
image_4804,47,191,256,497
image_4805,32,492,33,396
image_4806,88,477,22,376
image_4807,32,405,242,574
image_4808,46,499,15,374
image_4809,31,408,203,505
image_4810,23,417,181,491
image_4811,0,299,42,380
image_4812,182,373,181,498
image_4813,55,332,77,497
image_4814,167,499,68,374
image_4815,13,259,159,416
image_4816,16,394,30,336
image_4817,1,286,23,362
image_4818,35,330,147,497
image_4819,163,387,54,332
image_4820,58,499,23,342
image_4821,55,399,77,296
image_4822,189,404,95,293
image_4823,15,213,69,319
image_4824,103,272,187,421
image_4825,11,261,29,349
image_4826,50,429,200,522
image_4827,0,352,43,470
image_4828,103,543,76,447
image_4829,130,695,144,437
image_4830,100,767,52,570
image_4831,13,348,29,313
image_4832,1,482,36,445
image_4833,115,228,56,411
image_4834,113,299,82,455
image_4835,72,223,7,199
image_4836,85,414,54,361
image_4837,38,362,59,373
image_4838,7,499,27,396
image_4839,25,331,50,497
image_4840,11,342,31,309
image_4841,69,499,8,332
image_4842,16,487,29,386
image_4843,31,263,16,312
image_4844,114,398,160,373
image_4845,29,449,87,331
image_4846,2,357,55,374
image_4847,8,276,78,432
image_4848,85,296,85,498
image_4849,32,455,76,409
image_4850,0,354,21,498
image_4851,13,375,28,334
image_4852,60,280,64,258
image_4853,99,368,123,302
image_4854,16,486,13,382
image_4855,100,431,173,404
image_4856,1,158,49,276
image_4857,30,722,81,497
image_4858,130,382,158,340
image_4859,102,688,57,538
image_4860,183,327,38,294
image_4861,27,343,39,313
image_4862,22,432,118,470
image_4863,112,496,138,423
image_4864,229,357,186,447
image_4865,68,451,179,508
image_4866,33,495,27,396
image_4867,0,499,59,330
image_4868,275,499,141,332
image_4869,43,234,25,212
image_4870,44,400,205,495
image_4871,273,465,120,276
image_4872,136,499,85,332
image_4873,0,289,349,498
image_4874,20,362,9,373
image_4875,73,389,177,457
image_4876,255,323,157,331
image_4877,66,501,66,455
image_4878,42,260,50,234
image_4879,210,499,61,373
image_4880,198,368,154,260
image_4881,1,311,15,332
image_4882,2,246,41,498
image_4883,1,245,41,497
image_4884,45,417,206,514
image_4885,90,331,87,496
image_4886,0,307,23,498
image_4887,0,297,0,496
image_4888,211,424,105,320
image_4889,43,514,59,380
image_4890,163,264,226,498
image_4891,114,282,111,254
image_4892,36,330,215,498
image_4893,101,377,104,348
image_4894,10,440,65,292
image_4895,0,310,25,478
image_4896,3,333,7,363
image_4897,30,421,168,485
image_4898,20,350,171,454
image_4899,0,397,16,373
image_4900,17,311,24,279
image_4901,44,416,173,478
image_4902,58,323,71,291
image_4903,116,348,65,375
image_4904,196,397,102,293
image_4905,193,307,148,289
image_4906,76,372,53,374
image_4907,231,499,120,374
image_4908,10,342,67,485
image_4909,71,280,84,259
image_4910,22,197,31,478
image_4911,101,288,137,302
image_4912,167,335,106,374
image_4913,22,344,113,498
image_4914,329,1212,411,1126
image_4915,0,481,0,374
image_4916,12,278,176,408
image_4917,192,269,222,397
image_4918,117,379,158,304
image_4919,57,257,13,497
image_4920,51,366,14,333
image_4921,26,265,42,212
image_4922,206,362,86,298
image_4923,87,527,33,408
image_4924,100,182,53,168
image_4925,73,438,53,351
image_4926,10,293,0,243
image_4927,12,287,31,264
image_4928,101,446,57,335
image_4929,275,1359,88,875
image_4930,0,274,145,498
image_4931,80,299,111,397
image_4932,95,409,86,321
image_4933,281,455,47,332
image_4934,250,504,147,427
image_4935,168,367,174,477
image_4936,53,499,39,396
image_4937,123,274,59,287
image_4938,1,352,33,466
image_4939,22,299,27,299
image_4940,70,428,1,330
image_4941,157,499,19,331
image_4942,64,413,67,385
image_4943,150,370,146,357
image_4944,1,298,6,332
image_4945,23,168,0,216
image_4946,75,392,35,306
image_4947,54,499,75,331
image_4948,146,402,78,478
image_4949,53,337,62,304
image_4950,1,244,15,232
image_4951,91,347,60,303
image_4952,61,463,73,479
image_4953,98,390,30,285
image_4954,1,390,33,332
image_4955,0,290,34,330
image_4956,0,499,0,332
image_4957,11,290,97,497
image_4958,2,274,18,498
image_4959,0,210,49,261
image_4960,18,454,38,405
image_4961,118,440,205,497
image_4962,12,438,21,372
image_4963,190,332,162,299
image_4964,28,331,87,498
image_4965,60,396,0,498
image_4966,36,381,3,280
image_4967,1,354,3,498
image_4968,57,446,26,295
image_4969,12,499,38,373
image_4970,132,277,117,301
image_4971,20,316,16,407
image_4972,182,302,143,374
image_4973,35,245,100,420
image_4974,1,297,40,332
image_4975,86,325,2,276
image_4976,72,456,29,427
image_4977,0,1155,336,1197
image_4978,0,499,1,375
image_4979,45,487,118,405
image_4980,27,332,115,497
image_4981,27,297,55,498
image_4982,110,499,47,332
image_4983,65,499,22,332
image_4984,174,348,2,332
